beer_ABV,beer_beerId,beer_brewerId,beer_name,beer_style,review_appearance,review_aroma,review_overall,review_palate,review_profileName,review_taste,review_text,review_time
9.5,122820,8636,Hopworks Galactic Imperial Red,American Strong Ale,3/5,7/10,14/20,3/5,AmEricanbrew,7/10,"Bottle. Clear dark amber color/ ivory head. Mild tea leaf, floral, dark caramel aromas. medium bodied.  Tea leaf, toffee, pine, caramel bittersweet flavors--",1312329600
3.8,32762,1326,Rocky River Curlys Irish Stout,Stout,4/5,6/10,15/20,3/5,beerhugger,7/10,"Like the Nickel plate porter in appearance - nearly black with some ruby edging and the requisite tan head. Roasty aromas of coffee and light chocolatge. Smooth but a little thin in the mouth - not overly roasty flavours of chocolate and coffee and maybe some vanilla. Not too rich, but nice.",1112313600
5.5,67771,1326,Rocky River Hop-a-Long Cascady IPA,India Pale Ale &#40;IPA&#41;,4/5,7/10,14/20,4/5,ExSpectator,7/10,"On tap, pours orange/yellow with a white head.  Aroma is the expected cascade hop aroma.  Flavor is citrusy, again typical of cascades, and a somewhat bitter finish.  A good overall IPA.",1166745600
5.5,103489,10394,Upright Five &#40;#5&#41;,Saison,4/5,7/10,16/20,3/5,mar,7/10,"bottle thanks to thirdeye11.  deep amber with a white head.  fresh honey, bready malts, earth, and spices on the nose.   nice on the palate, honey and florals are very prominent in this one, light spicy finish as well.",1272672000
7,133352,10394,Upright Late Harvest Batch 2,Sour Ale/Wild Ale,4/5,8/10,14/20,3/5,BMan1113VR,6/10,"Bottle. Pours with a hazed amber body and an off-white head. Aromas are spicy, sour, pepper, pumpkin pie spices and nutmeg. Flavors are a bit metallic, vinous and spicy. Lively and dry.",1295654400
7,125888,10394,Upright Sole Composition: Lambicus Six,Sour Ale/Wild Ale,4/5,8/10,17/20,4/5,Ratman197,8/10,"Bottle shared with Doodler and company poured a clear reddish amber with a smal lingering amber head. Aromas of apple, carmel, spice and light cherry. Palate was light bodied and crisp with a tart finish. Flavors of sour cherry, carmel and spice with a crisp dry tart lingering cherry finish.",1318809600
5.2,113329,10394,Upright Gose,Traditional Ale,3/5,7/10,13/20,3/5,Beershine,7/10,"Thanks Jonas! Hazy yellow-gold with a fizzly head that fades soon, but has lots of rising bubbles. Smells like a Belgian wit, sweetish with mild coriander spiciness and some peach yogurt. Light on the tongue but the flavors linger. Very drinkable, although fizzy. As a wit itd be nice but as a gose, I dont know. Has astringency and salt, a pleasant salt level. Some pedio funk but not so much. I like it for what it is (strange) not necessarily for what it wants to be (gose)",1297036800
7,126592,11355,Darkside Fermentation Blonde,Belgian Ale,3/5,6/10,11/20,3/5,bu11zeye,6/10,"(750ml bottle, batch 4-25, bottled 5-26) Pours a clear yellow body with a moderate white head.  Aroma of Belgian yeast, earthiness, green raisins, and grass.  Flavor of Belgian yeast, candi sugar, grass, and light oxidation with a chalky mouthfeel and dry finish.",1282262400
4.9,7485,652,Quilmes Cristal,Pale Lager,3/5,3/10,6/20,2/5,17thfloor,2/10,"Bottle.  Pours a clear glowing light golden with a small white frothy head.  Aroma is brightly sweet, creamy, rice, some graininess, very light stale hops.    Flavor follows, lots of creamy rice, vanilla, sweet, tangy, somewhat rich.  Light bodied with active larger fizzy carbonation.  Boring, not my thing.",1280361600
4.9,7485,652,Quilmes Cristal,Pale Lager,4/5,2/10,10/20,3/5,DragonStout,3/10,"Pours a hay color with a 2 finger pillowy head.All i can say it is malty, no other distictive flavors.Some crispness with a veggie body (no meatiness).",1174176000
4.5,61324,652,Patagonia Amber Lager,Pale Lager,3/5,6/10,13/20,3/5,danielyabu,7/10,"average frothy white head. fair lacing. mostly diminishing. dark yellow average clear body. aroma: malt, peach, honey, moderate hoppy. if and ff: light bitter and sweet; average duration. palate: light medium body, watery texture, medium carbonation and metallic finish. as good as a premium lager, with hints of burnt malt and peach tea. 30s",1287792000
3.9,118421,323,Caldera Kettle Series Lawnmower Lager,Pale Lager,2/5,5/10,15/20,2/5,Strykzone,6/10,"Thanks to Hayduke who I enjoyed with via Facebook chat.  This might be my favorite Pale Lager.  There are the typical drawbacks of the style such as pale straw color and thin feel.  There is also some nice flavor.  I get lemon pudding, grain, and grass.  That low ABV is a huge plus and it gets extra credit for it.  Appropriately named.  With this beer a session could last all weekend.",1271635200
5.6,1846,323,Caldera Pale Ale,American Pale Ale,3/5,7/10,13/20,3/5,Swalden28,6/10,"Can thanks to ericandersnavy. Pours a pale yellow with white head. Aroma of nice malt & hops, some grapefruit. Flavor of malt, caramel, hoppy pine & grapefruit. Mouthfeel is light-medium body with high carbonation. Overall, pretty good!",1245110400
6.1,22106,323,Caldera IPA,India Pale Ale &#40;IPA&#41;,4/5,9/10,15/20,4/5,Travlr,8/10,"Can bright and clear amber, thick white head, solid lacing. Aroma of citrus, pineapple and tropical fruit. Taste is tons of cotrus, fresh bread, dry finish. Good stuff. 		---Rated via Beer Buddy for iPhone",1321833600
6.1,22106,323,Caldera IPA,India Pale Ale &#40;IPA&#41;,3/5,7/10,16/20,4/5,eclaycamp,8/10,"Thank you Rate Beer Mobile.  Color is a light amber, new penny copper.  Zesty hop aroma promises some big IPA flavors.  After some disappointing beers last night things are looking up.  Pretty cloudy for an IPA.  First taste delivers punchy hop bitterness while malt sweetness coats the tongue.  IPAs as a rule are never balanced but I like the caramel malt backbone this offers.  The best beer Ive had on this trip, by far.",1304553600
4.1,154185,11729,Raw Hop Bliss,Golden Ale/Blond Ale,3/5,6/10,13/20,4/5,leaparsons,6/10,"Cask, The Salmon, Leicester.  Golden with a thin foam.  Aromas are lemon with lots of woody notes.  Floral and medicinal with hints of honey.  Flavours are dry and woody with citrus.  Dry and woody to finish with grapefruit bitterness.  Decent.",1316131200
4.4,130557,10728,Whittlebury Green Dragon,Bitter,3/5,5/10,13/20,3/5,maeib,7/10,Cask Conditioned	handpump	Wig & Pen	Northampton.  A copper coloured beer with a white head.  A malty crunchy bitter with an earthy yeasty aroma.  Wheatbix like flavours in the mouth.  Very British hops.  Fairly tasty.,1284595200
6,87229,9508,Lift Bridge Farm Girl Belgian Saison,Saison,4/5,7/10,13/20,3/5,Dickinsonbeer,6/10,"12 oz bottle at Funky Five 2009.  Pours a mostly hazy solid light gold with a foamy mostly lasting white head- some streaky lace.  Aroma is mostly yeasty- too fresh or hasnt settled or dissipated- but there is slight sulfur, but also grassy herbal notes, big wheat malts, toast, crackery a slight solvent or cleanser with warming biscuit and musty almost mold notes.  Flavor is crackery and wheaty, with grass, herbs, spices, pepper (spicy wit yeast with lemon zest), raw fresh sulfurous yeast, doughy, phenolic moderate nice saison yeast character, slight salt and light mineral in the finish- seems unrefined overall, but the finish is fairly dry- ok for drinking but doesnt quite cut it as a good saison.",1271548800
4.3,40300,5302,Natty Greenes Old Town Brown,Brown Ale,3/5,5/10,11/20,3/5,Veeve,6/10,"on tap at Natty Greens brewpub in Greensboro, NC. small creamy egg nog head. lighty, nutty flavors in the background. slightly bitter.  intense burntness, burnt toast.  doughy yeast. thick bands of lacing. a hint of alcohol.  sweet finish that can be attributed to brown sugar.  ok as far as browns go.",1155427200
6.1,56232,5302,Natty Greenes Bayonet ESB,Premium Bitter/ESB,3/5,8/10,16/20,3/5,Cornfield,8/10,"This pours a hazy amber body with a creamy off-white head.  Like the other brews that I had at Natty Greenes Pub, it does some lasting lacing throughout the drink.  It delivers a mixed floral bouquet over a fruity, malty base.  The flavor begins with sweet malts, apples, and a cherry or two.  The bitter hops return and dominate with wildflowers, grapefruit and pine.  The finish is a prolonged bitterness that scores solid points with this hophead.  Good, good stuff.<font size=-4>On tap at the <a href=http://www.ratebeer.com/Places/ShowPlace.asp? Greenes Pub & Brewing Company, Greensboro, NC.<font size=-1>",1159660800
-,60707,5302,Natty Greenes Wildflower Witbier,Belgian White &#40;Witbier&#41;,3/5,8/10,16/20,4/5,GeneralGao,8/10,"UPDATED: NOV 12, 2007 Draught at the brewpub. Lovely hazy yellow color with thin white head. Smells and tastes of coriander, orange and yeasty bread dough. Not sure how the elder flowers factored in, but this is an undeniably good wit.",1151452800
9,47371,5614,Chama River Dangerous Intensions,Imperial/Double IPA,4/5,8/10,16/20,4/5,LilKem,7/10,"WAY orange.  Thanks to Whaleman for giving it to B who shared it with me btw :)  foamy white head.  nice pleasing aroma of malts and alfalfa hay, straw, sand, citrus, bitter hops.  almost like a typical west coast but sweeter and drier.  flavor is very dry very citrusy, creamy malts, rolling flavor bitter, some well water taste.  has some copper flavor like pennies.  slight carbonation.  yummm",1120953600
5,50939,5614,Chama River Peters Porter,Porter,4/5,8/10,15/20,4/5,whaleman,7/10,"UPDATED: SEP 17, 2005 Thick and uniform, slowly fading tan head and a dark brown body. Very aromatic, coming across like a Baltic porter, with lots of rich, pleasing dark malt and no overt roasted notes. Sweet, robust flavor with a woody impression. Nice medium, balancing bitterness including a toasty component. Sweet, but balanced by some nice depth. Pleasant surprise.",1126310400
4.1,59676,6863,Butternuts Porkslap Pale Ale,English Pale Ale,3/5,4/10,7/20,3/5,waolsen,5/10,"can.  copper pour with thin foamy head.  rice, earthy hops, light malt aroma. earthy hops, strong apricot and raison, malts are weak. thin body.  overall not a very enjoyable beer.",1210636800
5,70102,6863,Butternuts Moo Thunder,Sweet Stout,4/5,6/10,11/20,4/5,mwelsh13,6/10,Can pours deep brown with a light tan sparse head.  Roasted aroma with some metallic notes.  Very chocolatey.  Dry on the tongue with a light hop bitterness.  Nice weight as you drink it.  Favorite Bnuts by far.,1219708800
6.8,69310,6863,Butternuts Snapperhead IPA,India Pale Ale &#40;IPA&#41;,3/5,7/10,14/20,3/5,OKBeer,7/10,"Sample at April 2007 Brewnosers meeting. Amber with a frothy white head. Light caramel, orange, leafy, piny aroma. Light caramel and toasty flavour with a fresh piny, citrusy, lightly pithy bitter finish. Medium bodied, refreshing.",1176422400
4.5,59881,6863,Butternuts Heinnieweisse,German Hefeweizen,2/5,5/10,13/20,3/5,jrob21,5/10,Can into a solo cup for the park again. It takes a while for the wheat to come through on this one. Otherwise you might mistake it for a miller lite or some other not quite so appetizing drink. Slight grass aroma. The wheat comes through too little too late to make this one something I would go back to again any time soon.,1275782400
5,104429,8214,La Serrana Frambuesa,Fruit Beer,3/5,5/10,10/20,2/5,oh6gdx,5/10,"Bottled@Monks Caf Wallingatan. Pale amber colour with mediumsized slightly off-white head. Aroma is fruits, some mild vegetables, wheat and mild notes of grains. Flavour is being quite much the same with some slight artificial fruityness in it as well. Mild cardboard also showing.",1291593600
5,100071,6283,Vale Of Glamorgan Wheats Occurrin?,Wheat Ale,4/5,5/10,11/20,4/5,Gethinbeer,6/10,"On tap in the Kings Head, Monmouth. Slight hazy golden colour. Thin creamy white head. Sweet honey in aroma. Strong malt/wheat favour, a little earthy. Smooth texture. Not bad at all.",1236038400
6.2,24462,916,Saint Arnould Vlimeuse,Amber Ale,3/5,5/10,9/20,2/5,GregClow,5/10,"Bottle shared with HogTownHarry, blankboy & tupalev - courtesy of blankboy . Hazy gold with a wisp of head. Aroma is strangely sweet and sour, like fermented honey cut with vinegar. Flavour is stale and grainy to start, and stale and moderately hoppy to finish. Not very impressive.",1124928000
5.5,12685,916,Saint Arnould Blanche des Anges,Amber Ale,3/5,6/10,13/20,3/5,blankboy,7/10,"Bottle shared with HogTownHarry, GregClow & tupalev. After the last two Saint Arnoulds of our tasting we werent expecting much but this one was a nice surprise. Pours a clear ruby with a small white head. Aroma of caramel malt, hops and nuts. The flavour of light hops and roasted malt was quite good and took us all by surprise. Nothing to write home about but a good, enjoyable Ale that I would happily have again.",1124668800
6.2,5559,1009,Big Sky Powder Hound Winter Ale,English Strong Ale,4/5,7/10,14/20,4/5,markwise,7/10,"12oz bottle courtesy of Javit.  Cheers, Adam!  Pours a nice clear toffee color with an off-white head.  Nose is biscuity malt, grassy and lemony citrus hops, and a nice malt backbone and some toffee and a hint of sugar underneath.  Flavor has a nice burst of malt with some candy undertones and biscuit with toffee and malt.  FInish is slight lemon and grassy hops with malt and toffee.  Medium in body and at 6.2%, a nice winter ale.",1322006400
8.75,57013,1009,Big Sky Olde Bluehair Barleywine,Barley Wine,3/5,9/10,18/20,3/5,MeadMe,9/10,"A: Pours a nice amber with a small tan head. No retention or lace.		S: Aromas of light bourbon, vanilla, caramel, toffee, and rich sweet fruit.		T: The barrel is there in a mild way. Light vanilla with hints of coconut. Sweet fruit with loads of caramel and toffee. Rich sweet and good.		M: Full bodied, rich, sweet, smooth.		D: Awesome, Love this one.",1283558400
11,118731,1009,Big Sky Bottleworks XI Anniversary Ale,American Strong Ale,4/5,7/10,13/20,3/5,anders37,6/10,"Draft @ Brouwers, Seattle, WA. Pours a black color with a small tan head. Has a roasted malty licorice aroma with some sour hints. Woody lactic malty chocolate flavor with hints of bourbon and licorice. Has a roasted malty slightly sour bourbon barrel finish.",1291939200
5.1,5554,1009,Big Sky Moose Drool Brown Ale,Brown Ale,5/5,8/10,18/20,5/5,pniekerk,10/10,Love this beer!  Smooth and has a wonderful balance.  Full of flavor.  Great name too.,1292371200
